192,0,0
192,1,0
192,2,0
192,3,0
192,4,0
192,5,0
192,6,0
192,7,0
192,8,0
192,9,0
192,10,0
192,11,0
192,12,0
192,13,0
192,14,0
192,15,0
192,16,0
192,17,0
192,18,0
192,19,0
192,20,0
192,21,0
192,22,0
192,23,0
192,24,0
192,25,0
192,26,0
192,27,0
192,28,0
192,29,0
192,30,0
192,31,0
192,32,0
192,33,0
192,34,0
192,35,0
192,36,0
192,37,0
192,38,0
192,39,0
192,40,0
192,41,0
192,42,0
192,43,0
192,44,0
192,45,0
192,46,0
192,47,0
192,48,0
192,49,0
192,50,0
192,51,0
192,52,0
192,53,0
192,54,1
192,55,1
192,56,0
192,57,1
192,58,1
192,59,0
192,60,0
192,61,0
192,62,0
192,63,0
193,0,0
193,1,0
193,2,0
193,3,0
193,4,0
193,5,0
193,6,0
193,7,0
193,8,0
193,9,0
193,10,0
193,11,0
193,12,0
193,13,0
193,14,0
193,15,0
193,16,0
193,17,0
193,18,0
193,19,0
193,20,0
193,21,0
193,22,0
193,23,0
193,24,0
193,25,0
193,26,0
193,27,0
193,28,0
193,29,0
193,30,0
193,31,0
193,32,0
193,33,0
193,34,0
193,35,0
193,36,0
193,37,0
193,38,0
193,39,0
193,40,0
193,41,0
193,42,0
193,43,0
193,44,0
193,45,0
